"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"ncmeta","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1.0",,"R (>= 3.3.0)","dplyr, rlang, RNetCDF, tibble, stats, tidyr",,"testthat, covr",,"GPL-3",,,,,"no","3.5.3"
"ndjson","C:/Users/jtolbert/Documents/R/win-library/3.5","0.7.0",,"R (>= 3.2.0)","Rcpp, data.table, dplyr, dtplyr","Rcpp","testthat",,"MIT + file LICENSE",,,,,"yes","3.5.2"
"networkD3","C:/Users/jtolbert/Documents/R/win-library/3.5","0.4",,"R (>= 3.0.0)","htmlwidgets (>= 0.3.2), igraph, magrittr",,"htmltools (>= 0.2.6), jsonlite,","knitr, shiny","GPL (>= 3)",,,,,"no","3.5.3"
"neuralnet","C:/Users/jtolbert/Documents/R/win-library/3.5","1.44.2",,"R (>= 2.9.0)","grid, MASS, grDevices, stats, utils, Deriv",,"testthat",,"GPL (>= 2)",,,,,"no","3.5.2"
"nlme","C:/Users/jtolbert/Documents/R/win-library/3.5","3.1-141","recommended","R (>= 3.4.0)","graphics, stats, utils, lattice",,"Hmisc, MASS",,"GPL (>= 2) | file LICENCE",,,,,"yes","3.5.2"
"nloptr","C:/Users/jtolbert/Documents/R/win-library/3.5","1.2.1",,,,,"testthat (>= 0.8.1), knitr, rmarkdown, inline (>= 0.3.14)",,"LGPL-3",,,,,"yes","3.5.2"
"NLP","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2-0",,"R (>= 3.2.0)","utils",,,"udpipe, spacyr, cleanNLP","GPL-3",,,,,"no","3.5.2"
"nnet","C:/Users/jtolbert/Documents/R/win-library/3.5","7.3-12","recommended","R (>= 2.14.0), stats, utils",,,"MASS",,"GPL-2 | GPL-3",,,,,"yes","3.5.2"
"nnls","C:/Users/jtolbert/Documents/R/win-library/3.5","1.4",,,,,,,"GPL (>= 2)",,,,,,"3.5.2"
"noncensus","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1",,"R (>= 2.14)",,,,,"MIT + file LICENSE",,,,,"no","3.5.2"
"nortest","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0-4",,,"stats",,,,"GPL (>= 2)",,,,,"no","3.5.2"
"notifyR","C:/Users/jtolbert/Documents/R/win-library/3.5","1.02",,"R (>= 2.15.0), RCurl, rjson",,,,,"GPL-2",,,,,,"3.5.2"
"numDeriv","C:/Users/jtolbert/Documents/R/win-library/3.5","2016.8-1.1",,"R (>= 2.11.1)",,,,,"GPL-2",,,,,"no","3.5.3"
"nycflights13","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.0",,"R (>= 2.10)","tibble",,"dplyr",,"CC0",,,,,"no","3.5.2"
"odbc","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1.6",,"R (>= 3.2.0)","DBI (>= 1.0.0), methods, Rcpp (>= 0.12.11), blob (>= 1.1.0),
bit64, hms","Rcpp, BH","tibble, DBItest, testthat, covr, magrittr",,"MIT + file LICENSE",,,,,"yes","3.5.2"
"officer","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3.5",,,"Rcpp (>= 0.12.12), R6, grDevices, base64enc, zip (>= 2.0.0),
digest,uuid,stats, magrittr,htmltools,rlang, xml2 (>= 1.1.0)","Rcpp","testthat, devEMF,tibble,ggplot2, rmarkdown, knitr, rsvg",,"GPL-3",,,,,"yes","3.5.3"
"openNLP","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2-6",,,"NLP (>= 0.1-6.3), openNLPdata (>= 1.5.3-1), rJava (>= 0.6-3)",,"openNLPmodels.en",,"GPL-3",,,,,"no","3.5.2"
"openNLPdata","C:/Users/jtolbert/Documents/R/win-library/3.5","1.5.3-4",,,"rJava (>= 0.6-3)",,,,"GPL-3",,,,,"no","3.5.2"
"openssl","C:/Users/jtolbert/Documents/R/win-library/3.5","1.4.1",,,"askpass",,"testthat, digest, knitr, rmarkdown, jsonlite, jose, sodium",,"MIT + file LICENSE",,,,,"yes","3.5.3"
"openxlsx","C:/Users/jtolbert/Documents/R/win-library/3.5","4.1.0.1",,"R (>= 3.3.0)","methods, Rcpp, grDevices, stats, utils, zip","Rcpp","knitr, testthat",,"MIT + file LICENSE",,,,,"yes","3.5.3"
"ordinal","C:/Users/jtolbert/Documents/R/win-library/3.5","2019.4-25",,"R (>= 2.13.0), stats, methods","ucminf, MASS, Matrix, numDeriv",,"lme4, nnet, xtable, testthat (>= 0.8), tools",,"GPL (>= 2)",,,,,"yes","3.5.3"
"packrat","C:/Users/jtolbert/Documents/R/win-library/3.5","0.5.0",,"R (>= 3.0.0)","tools, utils",,"testthat (>= 0.7), devtools, httr, knitr, rmarkdown",,"GPL-2",,,,,"no","3.5.3"
"padr","C:/Users/jtolbert/Documents/R/win-library/3.5","0.5.0",,"R (>= 3.0.0)","Rcpp, dplyr (>= 0.6.0), lubridate, rlang","Rcpp","ggplot2, testthat, knitr, rmarkdown, lazyeval, tidyr,
data.table, lintr",,"MIT + file LICENSE",,,,,"yes","3.5.3"
"PairedData","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1.1",,"methods,graphics,MASS,gld,mvtnorm,lattice,ggplot2",,,,,"GPL (>= 2)",,,,,"no","3.5.2"
"pan","C:/Users/jtolbert/Documents/R/win-library/3.5","1.6",,,,,"mitools, lme4",,"GPL-3",,"no",,,"yes","3.5.2"
"pander","C:/Users/jtolbert/Documents/R/win-library/3.5","0.6.3",,"R (>= 2.15.0)","grDevices, graphics, methods, utils, stats, digest, tools,
Rcpp","Rcpp","grid, lattice, ggplot2 (>= 0.9.2), sylly, sylly.en,
futile.logger, survival, microbenchmark, zoo, nlme, descr,
MASS, knitr, rmarkdown, tables, reshape, memisc, Epi,
randomForest, tseries, gtable, rms, forecast, data.table",,"AGPL-3 | file LICENSE",,,,,"yes","3.5.2"
"parallelMap","C:/Users/jtolbert/Documents/R/win-library/3.5","1.4",,"R (>= 3.0.0)","BBmisc (>= 1.8), checkmate (>= 1.8.0), parallel, stats, utils",,"BatchJobs (>= 1.8), batchtools (>= 0.9.6), data.table, Rmpi,
testthat",,"BSD_2_clause + file LICENSE",,,,,"no","3.5.3"
"ParamHelpers","C:/Users/jtolbert/Documents/R/win-library/3.5","1.12",,,"backports, BBmisc (>= 1.10), checkmate (>= 1.8.2), fastmatch,
methods",,"akima, eaf, emoa, GGally, ggplot2, gridExtra, grid, irace (>=
2.1), lhs, plyr, reshape2, testthat",,"BSD_2_clause + file LICENSE",,,,,"yes","3.5.2"
"parsnip","C:/Users/jtolbert/Documents/R/win-library/3.5","0.0.3.1",,"R (>= 2.10)","dplyr (>= 0.8.0.1), rlang (>= 0.3.1), purrr, utils, tibble (>=
2.1.1), generics, glue, magrittr, stats, tidyr, globals, vctrs
(>= 0.2.0)",,"testthat, knitr, rmarkdown, survival, keras, xgboost, covr,
C50, sparklyr (>= 1.0.0), earth, glmnet, kernlab, kknn,
randomForest, ranger, rpart, MASS, nlme",,"GPL-2",,,,,"no","3.5.3"
"party","C:/Users/jtolbert/Documents/R/win-library/3.5","1.3-3",,"R (>= 3.0.0), methods, grid, stats, mvtnorm (>= 1.0-2),
modeltools (>= 0.2-21), strucchange","survival (>= 2.37-7), coin (>= 1.1-0), zoo, sandwich (>=
1.1-1)","mvtnorm","TH.data (>= 1.0-3), mlbench, colorspace, MASS, vcd, ipred,
varImp",,"GPL-2",,,,,"yes","3.5.3"
"partykit","C:/Users/jtolbert/Documents/R/win-library/3.5","1.2-5",,"R (>= 3.1.0), graphics, grid, libcoin (>= 1.0-0), mvtnorm","grDevices, stats, utils, survival, Formula (>= 1.2-1), inum
(>= 1.0-0), rpart (>= 4.1-11)",,"XML, pmml, rJava, sandwich, strucchange, vcd, AER, mlbench,
TH.data (>= 1.0-3), coin (>= 1.1-0), RWeka (>= 0.4-19),
datasets, parallel, psychotools (>= 0.3-0), psychotree, party
(>= 1.3-0)",,"GPL-2 | GPL-3",,,,,"yes","3.5.3"
"pbkrtest","C:/Users/jtolbert/Documents/R/win-library/3.5","0.4-7",,"R (>= 3.2.3), lme4 (>= 1.1.10)","Matrix (>= 1.2.3), parallel, MASS, methods",,,,"GPL (>= 2)",,,,,"no","3.5.2"
"pdftools","C:/Users/jtolbert/Documents/R/win-library/3.5","2.2",,,"Rcpp (>= 0.12.12), qpdf","Rcpp","jpeg, png, webp, testthat",,"MIT + file LICENSE",,,,,"yes","3.5.3"
"PerformanceAnalytics","C:/Users/jtolbert/Documents/R/win-library/3.5","1.5.3",,"R (>= 3.0.0), xts (>= 0.10.0)","methods, quadprog, zoo",,"dygraphs, Hmisc, MASS, quantmod, gamlss, gamlss.dist,
robustbase, quantreg, gplots, testthat",,"GPL-2 | GPL-3",,,,,"yes","3.5.3"
"phonathonupdates","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1.1",,"dplyr,
stringr,
lubridate,
tidyr,
purrr,
muadc",,,,,"GPL 3 or later",,,,,,"3.5.0"
"pillar","C:/Users/jtolbert/Documents/R/win-library/3.5","1.4.2",,,"cli, crayon (>= 1.3.4), fansi, rlang (>= 0.3.0), utf8 (>=
1.1.0), vctrs",,"knitr, lubridate, testthat, withr",,"GPL-3",,,,,"no","3.5.3"
"pkgbuild","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.5",,"R (>= 3.1)","callr (>= 3.2.0), cli, crayon, desc, prettyunits, R6,
rprojroot, withr (>= 2.1.2)",,"Rcpp, testthat, covr",,"GPL-3",,,,,"no","3.5.2"
"pkgconfig","C:/Users/jtolbert/Documents/R/win-library/3.5","2.0.2",,,"utils",,"covr, testthat, disposables (>= 1.0.3)",,"MIT + file LICENSE",,,,,"no","3.5.2"
"pkgload","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.2",,,"desc, methods, pkgbuild, rlang, rprojroot, rstudioapi, utils,
withr",,"bitops, covr, Rcpp, testthat",,"GPL-3",,,,,"yes","3.5.2"
"pkgmaker","C:/Users/jtolbert/Documents/R/win-library/3.5","0.27",,"R (>= 3.0.0), methods, stats, registry","tools, grDevices, utils, graphics, codetools, digest, stringi,
magrittr, stringr, xtable, withr, bibtex (>= 0.4)",,"devtools (>= 0.8), roxygen2, RUnit, testthat, knitr,
rmarkdown, yaml, Biobase",,"GPL (>= 2)",,,,,"no","3.5.2"
"plogr","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2.0",,,,,"Rcpp",,"MIT + file LICENSE",,,,,"no","3.5.2"
"plotly","C:/Users/jtolbert/Documents/R/win-library/3.5","4.9.0",,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr, jsonlite (>= 1.6), magrittr, digest,
viridisLite, base64enc, htmltools (>= 0.3.6), htmlwidgets (>=
1.3), tidyr, hexbin, RColorBrewer, dplyr, tibble, lazyeval (>=
0.2.0), rlang, crosstalk, purrr, data.table, promises",,"MASS, maps, ggthemes, GGally, testthat, knitr, devtools,
shiny (>= 1.1.0), shinytest (>= 1.3.0), curl, rmarkdown,
vdiffr, Cairo, broom, webshot, listviewer, dendextend, sf,
maptools, rgeos, png, IRdisplay, processx, plotlyGeoAssets,
forcats",,"MIT + file LICENSE",,,,,"no","3.5.3"
"plotmo","C:/Users/jtolbert/Documents/R/win-library/3.5","3.5.5",,"R (>= 3.4.0), Formula (>= 1.2-3), plotrix, TeachingDemos",,,"C50 (>= 0.1.0-24), earth (>= 5.1.0), gbm (>= 2.1.1), glmnet
(>= 2.0.5), glmnetUtils (>= 1.0.3), MASS (>= 7.3-45), mlr (>=
2.12.1), neuralnet (>= 1.33), partykit (>= 1.2-2), pre (>=
0.5.0), rpart (>= 4.1-10), rpart.plot (>= 2.1.0)",,"GPL-3",,,,,"no","3.5.3"
"plotrix","C:/Users/jtolbert/Documents/R/win-library/3.5","3.7-6",,"R (>= 3.5.0)","grDevices, graphics, stats, utils",,,,"GPL (>= 2)",,,,,"no","3.5.3"
"pls","C:/Users/jtolbert/Documents/R/win-library/3.5","2.7-1",,"R (>= 2.10)","grDevices, graphics, methods, stats",,"MASS, parallel, Rmpi, testthat, RUnit",,"GPL-2",,,,,"no","3.5.3"
"plyr","C:/Users/jtolbert/Documents/R/win-library/3.5","1.8.4",,"R (>= 3.1.0)","Rcpp (>= 0.11.0)","Rcpp","abind, testthat, tcltk, foreach, doParallel, itertools,
iterators, covr",,"MIT + file LICENSE",,,,,"yes","3.5.2"
"png","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1-7",,"R (>= 2.9.0)",,,,,"GPL-2 | GPL-3",,,,,"yes","3.5.2"
"PoloniexR","C:/Users/jtolbert/Documents/R/win-library/3.5","0.0.1",,"R (>= 3.3)","zoo (>= 1.8.0), xts (>= 0.9.7), anytime (>= 0.3.0), jsonlite
(>= 1.5), httr (>= 1.2.1), digest (>= 0.6.12), methods (>=
3.3.0), RApiDatetime (>= 0.0.3),",,,,"MIT + file LICENSE",,,,,"no","3.5.2"
"polyclip","C:/Users/jtolbert/Documents/R/win-library/3.5","1.10-0",,"R (>= 3.0.0)",,,,,"BSL",,,,,"yes","3.5.3"
"polynom","C:/Users/jtolbert/Documents/R/win-library/3.5","1.4-0",,,"stats, graphics",,"knitr, rmarkdown",,"GPL-2",,,,,"no","3.5.3"
"pool","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1.4.2",,"R (>= 3.0.0), methods","DBI, R6, dplyr, dbplyr, later",,"testthat, tibble, RSQLite, RMySQL",,"GPL-3",,,,,"no","3.5.2"
"prabclus","C:/Users/jtolbert/Documents/R/win-library/3.5","2.3-1",,"R (>= 2.10), MASS, mclust",,,"spdep, spatialreg, bootstrap, maptools, foreign, mvtnorm",,"GPL",,,,,"no","3.5.3"
"praise","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.0",,,,,"testthat",,"MIT + file LICENSE",,,,,"no","3.5.2"
"prettydoc","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3.0",,,"rmarkdown (>= 1.0)",,"knitr, KernSmooth",,"Apache License (>= 2.0)",,,,,"no","3.5.3"
"prettyunits","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.2",,,"magrittr, assertthat, methods",,"testthat",,"MIT + file LICENSE",,,,,"no","3.5.2"
"pROC","C:/Users/jtolbert/Documents/R/win-library/3.5","1.15.3",,"R (>= 2.14)","methods, plyr, Rcpp (>= 0.11.1)","Rcpp","microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2",,"GPL (>= 3)",,,,,"yes","3.5.3"
"processx","C:/Users/jtolbert/Documents/R/win-library/3.5","3.4.1",,,"ps (>= 1.2.0), R6, utils",,"callr (>= 3.2.0), codetools, covr, crayon, curl, debugme,
parallel, testthat, withr",,"MIT + file LICENSE",,,,,"yes","3.5.3"
"prodlim","C:/Users/jtolbert/Documents/R/win-library/3.5","2018.04.18",,"R (>= 2.9.0)","Rcpp (>= 0.11.5), stats, graphics, survival, KernSmooth, lava","Rcpp",,,"GPL (>= 2)",,,,,"yes","3.5.2"
"profvis","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3.6",,"R (>= 3.0)","htmlwidgets (>= 0.3.2), stringr",,"knitr, ggplot2, rmarkdown, testthat, devtools, shiny,
htmltools",,"GPL-3 | file LICENSE",,,,,"yes","3.5.3"
"progress","C:/Users/jtolbert/Documents/R/win-library/3.5","1.2.2",,,"hms, prettyunits, R6, crayon",,"Rcpp, testthat, withr",,"MIT + file LICENSE",,,,,"no","3.5.3"
"promises","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.1",,,"R6, Rcpp, later, rlang, stats, magrittr","later, Rcpp","testthat, future, knitr, rmarkdown",,"MIT + file LICENSE",,,,,"yes","3.5.2"
"prophet","C:/Users/jtolbert/Documents/R/win-library/3.5","0.5",,"R (>= 3.2.3), Rcpp (>= 0.12.0), rlang (>= 0.3.0.1)","dplyr (>= 0.7.7), dygraphs (>= 1.1.1.4), extraDistr, ggplot2,
grid, rstan (>= 2.14.0), scales, stats, tidyr (>= 0.6.1), xts",,"knitr, testthat, readr",,"BSD_3_clause + file LICENSE",,,,,"yes","3.5.3"
"proto","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.0",,,,,"testthat, covr",,"GPL-2",,,,,"no","3.5.2"
"PRROC","C:/Users/jtolbert/Documents/R/win-library/3.5","1.3.1",,,,,"testthat, ggplot2, ROCR",,"GPL-3",,,,,"no","3.5.2"
"pryr","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1.4",,"R (>= 3.1.0)","stringr, codetools, methods, Rcpp (>= 0.11.0)","Rcpp","testthat (>= 0.8.0)",,"GPL-2",,,,,"yes","3.5.2"
"ps","C:/Users/jtolbert/Documents/R/win-library/3.5","1.3.0",,"R (>= 3.1)","utils",,"callr, covr, curl, pingr, processx (>= 3.1.0), R6, rlang,
testthat, tibble",,"BSD_3_clause + file LICENSE",,,,,"yes","3.5.2"
"psych","C:/Users/jtolbert/Documents/R/win-library/3.5","1.8.12",,"R (>= 2.10)","mnormt,parallel,stats,graphics,grDevices,methods,foreign,lattice,nlme",,"GPArotation, lavaan, sem, lme4,Rcsdp, graph, Rgraphviz",,"GPL (>= 2)",,,,,"no","3.5.2"
"purrr","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3.2",,"R (>= 3.1)","magrittr (>= 1.5), rlang (>= 0.3.1)",,"covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect",,"GPL-3 | file LICENSE",,,,,"yes","3.5.3"
"pwr","C:/Users/jtolbert/Documents/R/win-library/3.5","1.2-2",,,"stats, graphics",,"ggplot2, scales, knitr, rmarkdown",,"GPL (>= 3)",,,,,"no","3.5.2"
"qap","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1-1",,,,,"testthat",,"GPL-3",,,,,"yes","3.5.2"
"qmao","C:/Users/jtolbert/Documents/R/win-library/3.5","1.6.11",,"xts, quantmod (>= 0.3.22), FinancialInstrument (>= 0.10.0),
XML (>= 3.96-1.1)","RCurl, RJSONIO, gdata, pander, shiny (>= 0.6.0)",,"timeDate, testthat",,"GPL-3",,,,,"no","3.5.1"
"qpdf","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1",,,"Rcpp, askpass, curl","Rcpp","testthat",,"Apache License 2.0",,,,,"yes","3.5.3"
"quadprog","C:/Users/jtolbert/Documents/R/win-library/3.5","1.5-7",,"R (>= 3.1.0)",,,,,"GPL (>= 2)",,,,,"yes","3.5.3"
"Quandl","C:/Users/jtolbert/Documents/R/win-library/3.5","2.10.0",,"R (>= 2.15.0), xts","httr (>= 0.6.1), zoo, jsonlite (>= 0.9.14)",,"testthat (>= 0.10.0), roxygen2, timeSeries",,"MIT + file LICENSE",,,,,"no","3.5.3"
"quantmod","C:/Users/jtolbert/Documents/R/win-library/3.5","0.4-15",,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods","curl",,"DBI,RMySQL,RSQLite,timeSeries,XML,downloader,jsonlite(>= 1.1)",,"GPL-3",,,,,"no","3.5.3"
"quantreg","C:/Users/jtolbert/Documents/R/win-library/3.5","5.51",,"R (>= 2.6), stats, SparseM","methods, graphics, Matrix, MatrixModels",,"tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo, R.rsp",,"GPL (>= 2)",,,,,"yes","3.5.3"
"questionr","C:/Users/jtolbert/Documents/R/win-library/3.5","0.7.0",,"R (>= 2.10)","shiny (>= 1.0.5), miniUI, rstudioapi, highr, classInt,
htmltools, graphics, stats, utils, labelled (>= 2.0.0)",,"memisc, testthat, roxygen2, dplyr, tidyr, janitor, forcats,
knitr",,"GPL (>= 2)",,,,,"no","3.5.2"
"R.methodsS3","C:/Users/jtolbert/Documents/R/win-library/3.5","1.7.1",,"R (>= 2.13.0)","utils",,,,"LGPL (>= 2.1)",,,,,"no","3.5.2"
"R.oo","C:/Users/jtolbert/Documents/R/win-library/3.5","1.22.0",,"R (>= 2.13.0), R.methodsS3 (>= 1.7.1)","methods, utils",,"tools",,"LGPL (>= 2.1)",,,,,"no","3.5.2"
"R.utils","C:/Users/jtolbert/Documents/R/win-library/3.5","2.9.0",,"R (>= 2.14.0), R.oo (>= 1.22.0)","methods, utils, tools, R.methodsS3 (>= 1.7.1)",,"digest (>= 0.6.10)",,"LGPL (>= 2.1)",,,,,"no","3.5.3"
"R6","C:/Users/jtolbert/Documents/R/win-library/3.5","2.4.0",,"R (>= 3.0)",,,"knitr, microbenchmark, pryr, testthat, ggplot2, scales",,"MIT + file LICENSE",,,,,"no","3.5.2"
"Radviz","C:/Users/jtolbert/Documents/R/win-library/3.5","0.7.0",,"R (>= 2.15)","graphics, stats, utils, grid, gridBase, hexbin, MASS,
KernSmooth",,"knitr, rmarkdown, bodenmiller, colorspace",,"CC BY-NC-SA 4.0",,,,,"no","3.5.2"
"randomForest","C:/Users/jtolbert/Documents/R/win-library/3.5","4.6-14",,"R (>= 3.2.2), stats",,,"RColorBrewer, MASS",,"GPL (>= 2)",,,,,"yes","3.5.2"
"randomForestExplainer","C:/Users/jtolbert/Documents/R/win-library/3.5","0.9",,"R (>= 3.0)","data.table (>= 1.10.4), dplyr (>= 0.7.1), dtplyr (>= 0.0.2),
DT (>= 0.2), GGally (>= 1.3.0), ggplot2 (>= 2.2.1), ggrepel (>=
0.6.5), MASS (>= 7.3.47), randomForest (>= 4.6.12), reshape2
(>= 1.4.2), rmarkdown (>= 1.5)",,"knitr",,"GPL",,,,,"no","3.5.2"
"RApiDatetime","C:/Users/jtolbert/Documents/R/win-library/3.5","0.0.4",,,,,,,"GPL (>= 2)",,,,,"yes","3.5.2"
"rappdirs","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3.1",,"R (>= 2.14), methods",,,"testthat, roxygen2",,"MIT + file LICENSE",,,,,"yes","3.5.2"
"rcmdcheck","C:/Users/jtolbert/Documents/R/win-library/3.5","1.3.3",,,"callr (>= 3.1.1.9000), cli (>= 1.1.0), crayon, desc (>=
1.2.0), digest, pkgbuild, prettyunits, R6, rprojroot,
sessioninfo (>= 1.1.1), utils, withr, xopen",,"covr, knitr, mockery, rmarkdown, testthat",,"MIT + file LICENSE",,,,,"no","3.5.3"
"RcmdrMisc","C:/Users/jtolbert/Documents/R/win-library/3.5","2.5-1",,"R (>= 3.5.0), utils, car (>= 3.0-0), sandwich","abind, colorspace, Hmisc (>= 4.1-0), MASS, e1071, foreign,
haven, readstata13, readxl, graphics, grDevices, stats, nortest",,"boot, datasets",,"GPL (>= 2)",,,,,"no","3.5.2"
"RColorBrewer","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1-2",,"R (>= 2.0.0)",,,,,"Apache License 2.0",,,,,"no","3.5.2"
"Rcpp","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.2",,"R (>= 3.0.0)","methods, utils",,"RUnit, inline, rbenchmark, knitr, rmarkdown, pinp, pkgKitten
(>= 0.1.2)",,"GPL (>= 2)",,,,,"yes","3.5.3"
"RcppArmadillo","C:/Users/jtolbert/Documents/R/win-library/3.5","0.9.700.2.0",,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","RUnit, Matrix, pkgKitten, reticulate, rmarkdown, knitr, pinp,
slam",,"GPL (>= 2)",,,,,"yes","3.5.3"
"RcppEigen","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3.3.5.0",,"R (>= 2.15.1)","Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","Rcpp","inline, RUnit, pkgKitten, microbenchmark",,"GPL (>= 2) | file LICENSE",,,,,"yes","3.5.3"
"RcppParallel","C:/Users/jtolbert/Documents/R/win-library/3.5","4.4.3",,"R (>= 3.0.2)",,,"Rcpp, RUnit, knitr, rmarkdown",,"GPL-2",,,,,"yes","3.5.3"
"RcppProgress","C:/Users/jtolbert/Documents/R/win-library/3.5","0.4.1",,,,,"RcppArmadillo, devtools, roxygen2, testthat",,"GPL (>= 3)",,,,,"no","3.5.2"
"RcppRoll","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3.0",,"R (>= 2.15.1)","Rcpp","Rcpp","zoo, testthat",,"GPL (>= 2)",,,,,"yes","3.5.2"
"RCurl","C:/Users/jtolbert/Documents/R/win-library/3.5","1.95-4.12",,"R (>= 3.0.0), methods, bitops",,,"Rcompression, XML",,"BSD",,,,,"yes","3.5.3"
"readbitmap","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1.5",,,"bmp, jpeg, png, tiff",,"pixmap, testthat",,"GPL (>= 2)",,,,,"no","3.5.2"
"readODS","C:/Users/jtolbert/Documents/R/win-library/3.5","1.6.7",,,"xml2 (>= 1.0.0), cellranger, readr, stringi",,"dplyr, testthat, datasets",,"GPL-3",,,,,"no","3.5.2"
"readr","C:/Users/jtolbert/Documents/R/win-library/3.5","1.3.1",,"R (>= 3.1)","Rcpp (>= 0.12.0.5), tibble, hms (>= 0.4.1), R6, clipr, crayon,
methods","Rcpp, BH","curl, testthat, knitr, rmarkdown, stringi, covr, spelling",,"GPL (>= 2) | file LICENSE",,,,,"yes","3.5.3"
"readstata13","C:/Users/jtolbert/Documents/R/win-library/3.5","0.9.2",,,"Rcpp (>= 0.11.5)","Rcpp","testthat",,"GPL-2 | file LICENSE",,,,,"yes","3.5.2"
"readtext","C:/Users/jtolbert/Documents/R/win-library/3.5","0.75",,"R (>= 3.1)","antiword, data.table, digest, httr, jsonlite (>= 0.9.10),
pdftools, readODS, readxl, streamR, stringi, striprtf, tibble,
xml2, utils",,"knitr, pkgload, rmarkdown, quanteda (>= 1.1.0), testthat",,"GPL-3",,,,,"no","3.5.3"
"readxl","C:/Users/jtolbert/Documents/R/win-library/3.5","1.3.1",,,"cellranger, Rcpp (>= 0.12.18), tibble (>= 1.3.1), utils","progress, Rcpp","covr, knitr, rmarkdown, rprojroot (>= 1.1), testthat",,"GPL-3",,,,,"yes","3.5.3"
"recipes","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1.7",,"R (>= 3.1), dplyr","generics, glue, gower, ipred, lubridate, magrittr, Matrix,
purrr (>= 0.2.3), rlang (>= 0.4.0), stats, tibble, tidyr (>=
0.8.3), tidyselect (>= 0.2.5), timeDate, utils, withr",,"covr, ddalpha, dimRed (>= 0.2.2), fastICA, ggplot2, igraph,
kernlab, knitr, pls, RANN, RcppRoll, rmarkdown, rpart, rsample,
RSpectra, testthat (>= 2.1.0)",,"GPL-2",,,,,"no","3.5.2"
"registry","C:/Users/jtolbert/Documents/R/win-library/3.5","0.5-1",,"R (>= 2.6.0)","utils",,,,"GPL-2",,,,,"no","3.5.2"
"rematch","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.1",,,,,"covr, testthat",,"MIT + file LICENSE",,,,,"no","3.5.2"
"rematch2","C:/Users/jtolbert/Documents/R/win-library/3.5","2.1.0",,,"tibble",,"covr, testthat",,"MIT + file LICENSE",,,,,"no","3.5.3"
"remotes","C:/Users/jtolbert/Documents/R/win-library/3.5","2.1.0",,"R (>= 3.0.0)","methods, stats, tools, utils",,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, withr",,"GPL (>= 2)",,,,,"no","3.5.3"
"reprex","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3.0",,"R (>= 3.1)","callr (>= 2.0.0), clipr (>= 0.4.0), fs, rlang, rmarkdown,
utils, whisker, withr",,"covr, devtools, fortunes, knitr, miniUI, rprojroot,
rstudioapi, shiny, styler (>= 1.0.2), testthat (>= 2.0.0)",,"MIT + file LICENSE",,,,,"no","3.5.3"
